form_id,date_start,date_end,location_id,location_name,country_name,emergency_post_emergency,number_of_persons_per_usable_handpump_well_spring,number_of_persons_per_usable_water_tap,average_number_liters_of_potable_water_available_per_person_per_day,percent_water_quality_tests_at_non_chlorinated_water_collection_locations_with_0_cfu_100ml,percent_of_water_quality_tests_at_chlorinated_collection_locations_with_frc_in_the_range_0_2_2mg_l_and_turbidity_5ntu5,percent_households_with_household_toilet_latrine_monthly,number_of_persons_per_toilet_latrine,number_of_persons_per_bath_shelter_shower,number_of_persons_per_hygiene_promoter,refugee_population,reporting_period_monthly_indicator,average_number_l_p_d_of_potable_water_collected_at_household_level,percent_households_with_at_least_10_liters_person_potable_water_storage_capacity,percent_households_collecting_drinking_water_from_protected_treated_sources,percent_of_women_of_reproductive_age_who_are_satisfied_with_menstrual_hygiene_management_materials_and_facilities,percent_households_with_household_toilet_latrine,percent_households_reporting_defecating_in_a_toilet,percent_households_with_access_to_soap,percent_households_with_access_to_solid_waste_disposal_facility,reporting_period_annual_indicator
42920991,2020-06-29,2020-08-02,678,Yusuf Batil,South Sudan,Post-emergency,345,91,25,NA,0,33,15,NA,215,47224,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
47113547,2020-06-29,2020-08-02,4287,Al Jameya,Sudan,Post-emergency,NA,85,20,NA,NA,98,5,NA,683,10248,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
47101750,2020-06-29,2020-08-02,3884,Al Kashafa,Sudan,Post-emergency,NA,112,14,NA,NA,16,26,NA,448,12994,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
47101752,2020-06-29,2020-08-02,3921,Al Redis 1,Sudan,Post-emergency,NA,127,16,NA,NA,23,18,NA,461,11528,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
47104251,2020-06-29,2020-08-02,3922,Al Redis 2,Sudan,Post-emergency,NA,107,15,NA,NA,9,39,NA,519,25986,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
47109960,2020-06-29,2020-08-02,3923,Alagaya,Sudan,Post-emergency,NA,140,9,NA,NA,NA,119,NA,615,20918,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
47106437,2020-06-29,2020-08-02,3924,Dabat Bosin,Sudan,Post-emergency,NA,250,19,NA,NA,NA,61,NA,832,4992,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
47099563,2020-06-29,2020-08-02,3920,Jouri,Sudan,Post-emergency,NA,154,12,NA,NA,19,20,NA,433,11276,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
47099561,2020-06-29,2020-08-02,4286,Khor Alwarel,Sudan,Post-emergency,NA,144,10,NA,NA,NA,69,NA,583,37953,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
47097375,2020-06-29,2020-08-02,3925,Um Sangour,Sudan,Post-emergency,NA,278,9,NA,NA,7,46,NA,1107,33238,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
50333879,2020-06-29,2020-08-02,508,Mtendeli,Tanzania,Post-emergency,NA,95,30,NA,100,49,7,27,597,32241,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
50333874,2020-06-29,2020-08-02,509,Nduta,Tanzania,Post-emergency,NA,93,31,NA,99,44,6,NA,890,73033,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
50333882,2020-06-29,2020-08-02,4296,Nyarugusu Burundian,Tanzania,Post-emergency,NA,153,33,NA,100,59,7,NA,735,59600,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
50333885,2020-06-29,2020-08-02,4297,Nyarugusu Congolese,Tanzania,Post-emergency,188,142,25,NA,100,46,8,NA,880,76593,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
52860037,2020-06-29,2020-08-02,552,Adjumani,Uganda,Post-emergency,456,NA,16,NA,NA,100,1,NA,363,214470,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
52525530,2020-06-29,2020-08-02,549,Imvepi,Uganda,Post-emergency,260,176,NA,NA,NA,NA,0,0,0,NA,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
46253218,2020-06-29,2020-08-02,553,Kyangwali,Uganda,Post-emergency,500,393,7,NA,91,58,5,9,676,123119,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
42319188,2020-06-29,2020-08-02,558,Nakivale,Uganda,Post-emergency,508,775,14,NA,NA,82,6,9,411,116899,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
42326258,2020-06-29,2020-08-02,555,Oruchinga,Uganda,Post-emergency,465,608,23,50,77,85,5,6,105,7909,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
46253221,2020-06-29,2020-08-02,559,Rwamwanja,Uganda,Post-emergency,500,250,8,100,96,79,5,NA,380,72997,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41579787,2020-06-29,2020-08-02,4067,Mantapala,Zambia,Post-emergency,240,52,23,100,NA,82,4,4,484,14538,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41090121,2020-06-29,2020-08-02,365,Tongogara,Zimbabwe,Post-emergency,998,151,20,NA,NA,30,8,NA,1446,14469,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
48919132,2020-06-01,2020-06-28,463,Auserd,Algeria,Post-emergency,NA,61,16,100,100,94,5,4,642,18638,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
48919125,2020-06-01,2020-06-28,464,Boujdour,Algeria,Post-emergency,NA,NA,13,100,100,94,5,4,331,9601,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
48919136,2020-06-01,2020-06-28,465,Dakhla,Algeria,Post-emergency,NA,49,31,100,100,98,5,4,724,10870,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
48919140,2020-06-01,2020-06-28,466,Layounne,Algeria,Post-emergency,NA,NA,11,100,100,88,5,5,1700,25503,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
48919144,2020-06-01,2020-06-28,467,Smara,Algeria,Post-emergency,NA,98,23,100,100,87,5,5,1493,25389,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38480352,2020-06-01,2020-06-28,209,Lovua settlement,Angola,Post-emergency,NA,369,29,100,0,56,7,50,149,6268,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
42208832,2020-06-01,2020-06-28,690,Mentao,Burkina Faso,Post-emergency,491,49,25,NA,100,10,25,46,1349,5398,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
42314898,2020-06-01,2020-06-28,622,Borgop,Cameroon,Post-emergency,467,NA,16,100,100,NA,15,14,303,12133,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
42317345,2020-06-01,2020-06-28,451,Gado,Cameroon,Post-emergency,509,133,13,100,74,1,28,38,488,25870,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
42318012,2020-06-01,2020-06-28,453,Lolo,Cameroon,Post-emergency,433,150,16,100,100,2,23,26,395,12251,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
42318727,2020-06-01,2020-06-28,623,Mbile,Cameroon,Post-emergency,631,NA,12,100,NA,1,39,103,472,13241,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
39929048,2020-06-01,2020-06-28,625,Minawao,Cameroon,Post-emergency,500,1220,15,NA,100,16,24,26,841,67291,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
42317343,2020-06-01,2020-06-28,624,Ngam,Cameroon,Post-emergency,422,NA,17,94,88,1,13,15,189,6637,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
42319150,2020-06-01,2020-06-28,3883,Ngarisingo,Cameroon,Post-emergency,413,NA,17,100,NA,NA,15,11,413,1240,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
42318915,2020-06-01,2020-06-28,461,Timangolo,Cameroon,Post-emergency,446,138,10,100,100,6,23,16,365,6950,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
52762170,2020-06-01,2020-06-28,572,Amboko,Chad,Post-emergency,578,NA,27,NA,NA,21,18,19,9819,9819,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
50558239,2020-06-01,2020-06-28,573,Amnabak,Chad,Post-emergency,NA,270,7,100,100,11,32,36,2672,26720,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
52762182,2020-06-01,2020-06-28,4284,Beakoro,Chad,Post-emergency,319,NA,49,NA,NA,27,13,15,NA,227,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
52762180,2020-06-01,2020-06-28,4282,Bekan,Chad,Post-emergency,258,NA,60,NA,NA,6,70,81,NA,3093,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
52762173,2020-06-01,2020-06-28,600,Belom,Chad,Post-emergency,528,NA,31,NA,NA,3,24,144,10833,21667,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
52729937,2020-06-01,2020-06-28,574,Bredjing,Chad,Post-emergency,NA,NA,15,100,99,45,9,NA,4801,48012,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
40904770,2020-06-01,2020-06-28,484,Dar Es Salam,Chad,Post-emergency,402,69,20,94,94,31,11,8,349,12598,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
52762178,2020-06-01,2020-06-28,4275,Dembo,Chad,Post-emergency,2928,NA,5,NA,NA,4,68,104,2928,2928,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
52762179,2020-06-01,2020-06-28,4280,Diba,Chad,Post-emergency,640,NA,24,NA,NA,3,72,85,NA,3838,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
52762176,2020-06-01,2020-06-28,4279,Dilingala,Chad,Post-emergency,460,NA,33,NA,NA,8,30,44,2301,2301,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
50419033,2020-06-01,2020-06-28,575,Djabal,Chad,Post-emergency,NA,91,19,84,87,54,8,9,7802,23407,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
52762172,2020-06-01,2020-06-28,483,Doholo,Chad,Post-emergency,505,NA,31,NA,NA,24,14,14,3027,6055,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
52762169,2020-06-01,2020-06-28,576,Dosseye,Chad,Post-emergency,375,NA,90,NA,NA,71,6,5,4627,13882,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
52729938,2020-06-01,2020-06-28,577,Farchana,Chad,Post-emergency,NA,158,14,100,99,50,9,NA,6084,30420,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
52729939,2020-06-01,2020-06-28,578,Gaga,Chad,Post-emergency,NA,114,14,100,98,46,10,NA,5197,25987,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
52762175,2020-06-01,2020-06-28,4278,Gon,Chad,Post-emergency,498,NA,31,NA,NA,5,51,67,2490,2490,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
52762171,2020-06-01,2020-06-28,579,Gondje,Chad,Post-emergency,399,NA,39,NA,NA,32,13,13,7980,7980,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
50419043,2020-06-01,2020-06-28,580,Goz Amer,Chad,Post-emergency,729,NA,16,80,NA,25,17,8,8935,35743,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
50558237,2020-06-01,2020-06-28,581,Iridimi,Chad,Post-emergency,NA,369,12,100,100,28,15,16,2286,22860,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
50419056,2020-06-01,2020-06-28,482,Kerfi,Chad,Post-emergency,346,NA,34,100,NA,73,7,6,1416,1416,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
50692746,2020-06-01,2020-06-28,582,Kounoungou,Chad,Post-emergency,NA,85,13,100,100,22,19,19,2234,22341,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
50745561,2020-06-01,2020-06-28,583,Mile,Chad,Post-emergency,NA,108,15,100,100,23,17,18,2322,23227,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
52762174,2020-06-01,2020-06-28,599,Moyo,Chad,Post-emergency,365,NA,42,NA,NA,10,31,37,4020,8040,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
50852527,2020-06-01,2020-06-28,584,Oure Cassoni,Chad,Post-emergency,NA,209,10,100,100,31,11,11,3392,33927,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
52762177,2020-06-01,2020-06-28,4276,Silambi,Chad,Post-emergency,323,NA,49,NA,NA,14,20,25,646,646,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
50558236,2020-06-01,2020-06-28,585,Touloum,Chad,Post-emergency,NA,106,11,100,100,7,57,25,2979,29798,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
52729940,2020-06-01,2020-06-28,586,Treguine,Chad,Post-emergency,1288,62,16,100,99,51,8,NA,4292,25753,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
35816866,2020-06-01,2020-06-28,4285,Maicao,Colombia,Emergency,NA,NA,19,NA,NA,NA,8,16,NA,570,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
42853712,2020-06-01,2020-06-28,486,Bili,Democratic Republic of the Congo,Post-emergency,0,0,17,100,100,39,11,15,1640,9843,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
42853714,2020-06-01,2020-06-28,420,Boyabu,Democratic Republic of the Congo,Post-emergency,590,NA,20,100,100,17,21,32,2556,15340,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
42853716,2020-06-01,2020-06-28,657,Inke,Democratic Republic of the Congo,Post-emergency,774,NA,15,100,71,12,33,61,3096,18579,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
42853718,2020-06-01,2020-06-28,658,Mole,Democratic Republic of the Congo,Post-emergency,0,0,9,100,100,16,24,32,2602,15615,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
39151615,2020-06-01,2020-06-28,543,Bambasi,Ethiopia,Post-emergency,NA,58,2,100,100,78,6,6,1184,17766,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38006626,2020-06-01,2020-06-28,533,Bokolmanyo,Ethiopia,Post-emergency,NA,127,19,NA,100,15,36,41,159,26637,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38047274,2020-06-01,2020-06-28,541,Buramino,Ethiopia,Post-emergency,NA,125,14,NA,100,16,34,57,236,33338,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38048166,2020-06-01,2020-06-28,429,Dollo Ado Transit Centre,Ethiopia,Emergency,NA,NA,NA,NA,NA,NA,NA,0,NA,0,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38436607,2020-06-01,2020-06-28,527,Fugnido,Ethiopia,Post-emergency,NA,73,17,NA,100,42,12,39,978,43033,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38438620,2020-06-01,2020-06-28,497,Fugnido 2,Ethiopia,Post-emergency,NA,48,25,NA,100,40,12,18,1034,9313,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38048620,2020-06-01,2020-06-28,537,Hilaweyn,Ethiopia,Post-emergency,NA,109,22,NA,100,10,47,56,336,33605,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38439467,2020-06-01,2020-06-28,494,Jewi,Ethiopia,Post-emergency,NA,128,17,NA,100,32,17,28,974,58454,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38049662,2020-06-01,2020-06-28,536,Kobe,Ethiopia,Post-emergency,NA,111,26,NA,100,19,20,36,199,30750,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38440174,2020-06-01,2020-06-28,450,Kule,Ethiopia,Post-emergency,NA,140,18,NA,100,29,17,90,527,45397,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38050128,2020-06-01,2020-06-28,535,Melkadida,Ethiopia,Post-emergency,NA,85,20,NA,100,15,24,48,223,34631,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38443842,2020-06-01,2020-06-28,4015,Nguenyyiel,Ethiopia,Post-emergency,NA,138,15,NA,100,31,15,15,1009,82744,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38446524,2020-06-01,2020-06-28,544,Okugo,Ethiopia,Post-emergency,NA,96,21,NA,100,19,13,NA,535,11789,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38441585,2020-06-01,2020-06-28,546,Tierkidi,Ethiopia,Post-emergency,NA,206,15,NA,100,16,27,270,1056,64420,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
39151618,2020-06-01,2020-06-28,540,Tongo,Ethiopia,Post-emergency,NA,56,22,100,100,59,7,9,590,10637,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
39151619,2020-06-01,2020-06-28,496,Tsore Camp (Assosa),Ethiopia,Post-emergency,NA,110,18,100,100,62,8,8,747,14953,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
40495905,2020-06-01,2020-06-28,668,Ampain,Ghana,Post-emergency,100,39,22,63,15,NA,23,34,191,3262,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
40499846,2020-06-01,2020-06-28,669,Egyeikrom,Ghana,Post-emergency,706,78,105,NA,NA,NA,13,13,108,1412,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
40495897,2020-06-01,2020-06-28,670,Fetentaa,Ghana,Post-emergency,NA,62,18,50,25,2,10,27,96,961,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
40496436,2020-06-01,2020-06-28,671,Krisan,Ghana,Post-emergency,135,101,18,50,86,NA,13,2,115,810,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
41215949,2020-06-01,2020-06-28,445,Arbat,Iraq,Post-emergency,NA,4,104,100,100,91,4,4,NA,9005,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38573421,2020-06-01,2020-06-28,446,Basirma,Iraq,Post-emergency,NA,6,77,100,100,100,5,5,860,2580,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38573444,2020-06-01,2020-06-28,442,Kawergosk,Iraq,Post-emergency,NA,5,101,100,100,100,5,5,964,7718,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38573445,2020-06-01,2020-06-28,444,Qushtapa,Iraq,Post-emergency,NA,5,97,100,100,100,5,5,1029,8233,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
39457398,2020-06-01,2020-06-28,518,Dagahaley,Kenya,Post-emergency,NA,92,30,NA,100,77,7,NA,2221,77749,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
39457531,2020-06-01,2020-06-28,519,Hagadera,Kenya,Post-emergency,NA,98,28,NA,99,88,5,NA,2325,81409,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
39457631,2020-06-01,2020-06-28,520,Ifo,Kenya,Post-emergency,NA,65,33,NA,99,74,7,NA,2117,74108,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
49145761,2020-06-01,2020-06-28,313,Dzaleka,Malawi,Post-emergency,1215,769,6,NA,NA,37,8,15,161,46163,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
39759156,2020-06-01,2020-06-28,319,Maratane,Mozambique,Post-emergency,0,0,12,NA,NA,68,5,NA,NA,9244,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38469849,2020-06-01,2020-06-28,696,Abala,Niger,Post-emergency,NA,113,18,NA,NA,1,10,33,7539,7539,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
41082957,2020-06-01,2020-06-28,472,Ayerou,Niger,Post-emergency,NA,850,14,NA,NA,7,67,66,6798,6798,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
49739322,2020-06-01,2020-06-28,4369,Dandaji Makao,Niger,Post-emergency,NA,342,4,NA,NA,NA,23,68,3416,3416,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
49739318,2020-06-01,2020-06-28,4371,Garin Kaka,Niger,Post-emergency,NA,66,23,NA,NA,NA,15,19,1051,1051,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38469850,2020-06-01,2020-06-28,4382,Ouallam,Niger,Post-emergency,NA,222,9,NA,NA,NA,144,222,5336,5336,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
41084665,2020-06-01,2020-06-28,3926,Sayam Forage,Niger,Post-emergency,NA,246,16,NA,NA,14,23,116,2829,16978,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38178972,2020-06-01,2020-06-28,4251,Adagom,Nigeria,Post-emergency,NA,316,12,NA,100,3,54,67,852,17056,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
41579788,2020-06-01,2020-06-28,4308,Gamboma,Republic of Congo,Post-emergency,428,110,19,NA,83,29,11,10,196,2354,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
39119817,2020-06-01,2020-06-28,632,Bugessera Transit Site,Rwanda,Post-emergency,NA,15,75,NA,0,NA,7,9,129,258,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
41579736,2020-06-01,2020-06-28,4245,Gatore,Rwanda,Post-emergency,NA,57,43,NA,100,NA,29,28,57,343,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38550779,2020-06-01,2020-06-28,626,Gihembe,Rwanda,Post-emergency,NA,113,13,NA,100,10,14,73,116,12208,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
39384363,2020-06-01,2020-06-28,629,Kigeme,Rwanda,Post-emergency,NA,89,16,NA,NA,NA,36,78,968,21310,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38466303,2020-06-01,2020-06-28,4243,Kijote,Rwanda,Post-emergency,NA,6,54,NA,NA,95,2,3,10,73,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38466305,2020-06-01,2020-06-28,627,Kiziba,Rwanda,Post-emergency,NA,52,21,NA,100,NA,29,123,102,17030,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
41554009,2020-06-01,2020-06-28,631,Mahama,Rwanda,Post-emergency,NA,81,20,100,100,NA,17,16,511,60381,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
39369478,2020-06-01,2020-06-28,630,Mugombwa,Rwanda,Post-emergency,NA,96,28,NA,100,NA,24,52,898,10776,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38569603,2020-06-01,2020-06-28,628,Nyabiheke,Rwanda,Post-emergency,NA,102,0,NA,50,NA,21,141,184,14387,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
44701313,2020-06-01,2020-06-28,633,Nyanza Reception Center,Rwanda,Post-emergency,NA,0,NA,NA,NA,NA,0,0,0,0,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
42227720,2020-06-01,2020-06-28,686,Ajoung Thok,South Sudan,Post-emergency,500,76,22,NA,83,66,7,NA,335,41639,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
39119126,2020-06-01,2020-06-28,680,Doro,South Sudan,Post-emergency,500,87,19,NA,0,20,24,NA,289,63393,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
41154372,2020-06-01,2020-06-28,681,Gendrassa,South Sudan,Post-emergency,230,108,24,NA,NA,30,15,NA,281,17996,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
39929261,2020-06-01,2020-06-28,682,Kaya,South Sudan,Post-emergency,NA,69,22,NA,0,41,11,NA,190,24033,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
42227715,2020-06-01,2020-06-28,3886,Pamir,South Sudan,Post-emergency,500,82,15,NA,87,40,10,NA,520,35936,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
42920990,2020-06-01,2020-06-28,678,Yusuf Batil,South Sudan,Post-emergency,345,91,25,NA,0,33,15,NA,215,47224,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
40491817,2020-06-01,2020-06-28,4336,Abu Jubaiha Town,Sudan,Post-emergency,NA,NA,0,NA,NA,NA,10,NA,139,2781,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
41517510,2020-06-01,2020-06-28,561,Abuda,Sudan,Post-emergency,NA,133,34,NA,NA,37,10,10,435,3484,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38938851,2020-06-01,2020-06-28,4287,Al Jameya,Sudan,Post-emergency,NA,85,21,NA,NA,98,5,NA,683,10248,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38938852,2020-06-01,2020-06-28,3884,Al Kashafa,Sudan,Post-emergency,NA,1500,16,NA,NA,16,26,NA,448,12994,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38938850,2020-06-01,2020-06-28,3923,Alagaya,Sudan,Post-emergency,NA,140,12,NA,NA,NA,119,NA,615,20918,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38938854,2020-06-01,2020-06-28,3924,Dabat Bosin,Sudan,Post-emergency,NA,250,15,NA,NA,NA,61,NA,832,4992,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
37697632,2020-06-01,2020-06-28,4324,El Radom,Sudan,Post-emergency,0,144,13,NA,83,35,9,6,406,13005,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
40495874,2020-06-01,2020-06-28,4330,"Elleri West7 (Dar Batti, El Gokhop and Um Kawarow)",Sudan,Post-emergency,1301,NA,6,NA,NA,NA,15,NA,143,14308,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
40491819,2020-06-01,2020-06-28,4331,Gedied,Sudan,Post-emergency,NA,NA,0,NA,NA,NA,7,NA,71,790,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
40495875,2020-06-01,2020-06-28,4332,Gurayd,Sudan,Post-emergency,NA,NA,0,NA,NA,NA,8,NA,NA,995,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38938855,2020-06-01,2020-06-28,3920,Jouri,Sudan,Post-emergency,NA,154,11,NA,NA,19,20,NA,433,11276,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38938856,2020-06-01,2020-06-28,4286,Khor Alwarel,Sudan,Post-emergency,NA,144,10,NA,NA,NA,69,NA,583,37953,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
40495872,2020-06-01,2020-06-28,4333,Sirajiya,Sudan,Post-emergency,NA,NA,0,NA,NA,NA,18,NA,126,5682,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38938857,2020-06-01,2020-06-28,3925,Um Sangour,Sudan,Post-emergency,NA,278,9,NA,NA,7,46,NA,1107,33238,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
40046404,2020-06-01,2020-06-28,508,Mtendeli,Tanzania,Post-emergency,NA,71,31,NA,100,35,6,29,596,32224,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
40061779,2020-06-01,2020-06-28,509,Nduta,Tanzania,Post-emergency,NA,93,31,NA,99,31,9,5,961,73056,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
40070923,2020-06-01,2020-06-28,4296,Nyarugusu Burundian,Tanzania,Post-emergency,NA,89,29,NA,100,84,5,NA,725,59479,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
40070946,2020-06-01,2020-06-28,4297,Nyarugusu Congolese,Tanzania,Post-emergency,136,131,23,NA,100,56,7,NA,869,76482,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
39461128,2020-06-01,2020-06-28,552,Adjumani,Uganda,Post-emergency,456,NA,16,NA,NA,74,9,NA,3635,214477,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
39464307,2020-06-01,2020-06-28,549,Imvepi,Uganda,Post-emergency,260,176,27,NA,NA,72,4,4,893,66110,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38499233,2020-06-01,2020-06-28,553,Kyangwali,Uganda,Post-emergency,500,393,7,78,87,57,5,10,680,123119,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
38497946,2020-06-01,2020-06-28,558,Nakivale,Uganda,Post-emergency,508,775,14,67,93,82,6,9,411,116899,18414,NA,NA,NA,NA,NA,NA,NA,NA,NA
